,SYN.Flag.Count,Total.Fwd.Packets,Total.Backward.Packets,Flow.Duration,Flow.Packets.s,Flow.Bytes.s,Fwd.Packet.Length.Mean,Bwd.Packet.Length.Mean,Bwd.IAT.Mean,ACK.Flag.Count,Active.Mean,Label,Inbound
321,0,5,0,274,18248.17518,226277.3723,12.4,0,0,0,0,BENIGN,1
322,0,3,0,3,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
323,0,2,0,4,5.00E+05,3.00E+06,6,0,0,0,0,BENIGN,0
324,0,2,2,44527,89.83313495,5659.487502,31,95,2,0,0,BENIGN,0
325,0,4,0,2495,1603.206413,51703.40681,32.25,0,0,0,0,BENIGN,0
326,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
327,0,34,31,117438025,0.553483422,105.2980923,173.3529412,208.7741935,3906288.7,1,351351.5,BENIGN,0
328,0,4,0,673,5943.536404,182763.7444,30.75,0,0,0,0,BENIGN,0
329,0,1,2,137,21897.81022,0,0,0,2,0,0,BENIGN,1
330,0,2,2,46510,86.00301011,6235.218233,43,102,3,0,0,BENIGN,0
331,0,2,2,22879,174.8328161,6818.479829,31,47,1,0,0,BENIGN,0
332,0,2,2,21256,188.1821603,13549.11554,44,100,1,0,0,BENIGN,0
333,0,866,1607,117903905,20.97470817,20519.26948,12.98152425,1498.481643,73399.42653,1,547027.5,BENIGN,0
334,0,158,233,119982221,3.258816154,2357.315923,36.60759494,1189.064378,516987.2629,1,1281692.5,BENIGN,0
335,0,2,2,20703,193.2087137,14490.65353,47,103,2,0,0,BENIGN,0
336,0,1,2,94,31914.89362,0,0,0,2,0,0,BENIGN,1
337,0,35,32,60971374,1.098876335,496.6921034,611.8285714,277.1875,1964850.742,1,98314.33333,BENIGN,0
338,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,1
339,0,39,0,113224322,0.34444896,0,0,0,0,0,4.416666667,BENIGN,0
340,0,2,2,20718,193.068829,14480.16218,47,103,3,0,0,BENIGN,0
341,0,2,2,20810,192.2152811,12686.20855,38,94,3,0,0,BENIGN,0
342,0,65,62,111369290,1.140350271,554.964479,773.5384615,185.9032258,1825305.262,1,594260.3636,BENIGN,0
343,0,1,1,55224,36.21613791,217.2968275,6,6,0,0,0,BENIGN,0
344,0,2,2,25105,159.3308106,13463.4535,42,127,3,0,0,BENIGN,0
345,0,3,0,231,12987.01299,77922.07792,6,0,0,0,0,BENIGN,1
346,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
347,0,2,2,45469,87.9720249,4838.461369,31,79,3,0,0,BENIGN,0
348,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
349,0,2,2,20843,191.9109533,13913.54412,43,102,4,0,0,BENIGN,0
350,0,2,2,21730,184.0773125,14726.185,32,128,3,0,0,BENIGN,0
351,0,2,2,21119,189.4029073,14205.21805,47,103,3,0,0,BENIGN,0
352,0,2,0,2,1.00E+06,0,0,0,0,0,0,BENIGN,1
353,0,1,4,68,73529.41176,352941.1765,0,6,1.333333333,0,0,BENIGN,1
354,0,2,2,20747,192.7989589,12628.33181,45,86,1,0,0,BENIGN,0
355,0,2,8,7243505,1.380547125,0,0,0,1026918,1,0,BENIGN,0
356,0,2,2,21667,184.6125444,10892.14012,45,73,3,0,0,BENIGN,0
357,0,3,0,2,1500000,0,0,0,0,0,0,BENIGN,1
358,0,2,0,1,2.00E+06,1.20E+07,6,0,0,0,0,BENIGN,0
359,0,1,1,15141,132.0916716,0,0,0,0,0,0,BENIGN,0
360,0,1,2,80,37500,0,0,0,3,0,0,BENIGN,1
361,0,38,32,115281970,0.607206834,26.5002411,54.28947368,31,3630262.839,1,35722,BENIGN,0
362,0,2,2,105796,37.8086128,4574.842149,42,200,3,0,0,BENIGN,0
364,0,1,1,41067,48.7009034,292.2054204,6,6,0,0,0,BENIGN,0
365,0,2,2,46038,86.88474738,6125.37469,40,101,3,0,0,BENIGN,0
366,0,18,15,98073,336.4840476,102505.2767,94.72222222,556.5333333,5064.857143,1,0,BENIGN,0
367,0,42,0,115486497,0.363678881,0,0,0,0,0,247683.0833,BENIGN,0
368,0,3,21,110944,216.3253533,229872.7286,6,1213.571429,2836.9,0,0,BENIGN,0
369,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
370,0,5,2,6045399,1.157905376,2.977470966,3.6,0,2,1,0,BENIGN,0
371,0,2,2,28782,138.9757487,22375.09555,33,289,3,0,0,BENIGN,0
372,0,1,1,91985,21.74267544,130.4560526,6,6,0,0,0,BENIGN,0
373,0,2,2,21200,188.6792453,16698.11321,39,138,3,0,0,BENIGN,0
374,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
375,0,2,0,1,2.00E+06,3.00E+07,15,0,0,0,0,BENIGN,0
376,0,2,2,21084,189.7173212,12711.06052,32,102,3,0,0,BENIGN,0
377,0,40,44,116025533,0.723978575,125.4120505,248.025,105.2272727,2569966.977,1,44457.66667,BENIGN,0
378,0,1,2,183,16393.44262,98360.65574,6,6,2,0,0,BENIGN,1
379,0,1,1,40997,48.78405737,292.7043442,6,6,0,0,0,BENIGN,0
380,0,2,2,25310,158.0403003,11932.04267,37,114,1,0,0,BENIGN,0
381,0,1,1,55038,36.33852974,218.0311785,6,6,0,0,0,BENIGN,0
382,0,3,3,34520,173.8122827,2143.68482,4,20.66666667,174.5,0,0,BENIGN,0
383,0,2,2,63087,63.40450489,2472.775691,31,47,3,0,0,BENIGN,0
384,0,1,2,115352,26.00735141,0,0,0,3,0,0,BENIGN,0
385,0,14,15,92337,314.0669504,166693.7414,285.4285714,759.7333333,4763.285714,1,0,BENIGN,0
386,0,2,2,47432,84.33125316,4722.550177,29,83,3,0,0,BENIGN,0
387,0,1,2,115674,25.93495513,0,0,0,2,0,0,BENIGN,0
388,0,1,2,25565,117.3479366,704.0876198,6,6,3,0,0,BENIGN,0
389,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
390,0,2,2,20875,191.6167665,12550.8982,45,86,2,0,0,BENIGN,0
391,0,2,0,1,2.00E+06,1.20E+07,6,0,0,0,0,BENIGN,0
392,0,1,2,168,17857.14286,107142.8571,6,6,2,0,0,BENIGN,1
393,0,17,0,104135674,0.163248571,48.97457138,300,0,0,0,5953362.667,BENIGN,0
394,0,44,52,2951802,32.52250659,22738.65252,144.1363636,1168.807692,52994.62745,1,0,BENIGN,0
395,0,2,2,21143,189.1879109,30459.25365,33,289,3,0,0,BENIGN,0
396,0,2,2,20978,190.6759462,9724.473258,43,59,3,0,0,BENIGN,0
397,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
398,0,1,1,124,16129.03226,0,0,0,0,0,0,BENIGN,1
399,0,2,2,22421,178.4041747,11417.86718,50,78,3,0,0,BENIGN,0
400,0,26,22,117874275,0.407213533,70.63458079,73.30769231,291.8181818,5609347.952,1,168317.5,BENIGN,0
401,0,52,0,113258345,0.459127316,0,0,0,0,0,5.333333333,BENIGN,0
402,0,1,2,166,18072.28916,108433.7349,6,6,3,0,0,BENIGN,1
403,0,250,420,117592570,5.69763889,4843.384238,28.832,1338.9,280502.0191,1,383288.5,BENIGN,0
404,0,52,0,112897451,0.460594987,0,0,0,0,0,5.25,BENIGN,0
405,0,1,2,64,46875,0,0,0,3,0,0,BENIGN,1
406,0,2,2,21140,189.2147588,7379.375591,31,47,3,0,0,BENIGN,0
407,0,2,2,23280,171.8213058,29896.90722,37,311,3,0,0,BENIGN,0
408,0,2,8,7258668,1.37766323,0,0,0,1029104.857,1,0,BENIGN,0
409,0,48,58,118822322,0.892088273,99.35843536,177.7916667,56.4137931,2080223.702,1,1052068,BENIGN,0
410,0,2,2,21699,184.3402922,11797.7787,50,78,3,0,0,BENIGN,0
411,0,2,2,21202,188.661447,6225.827752,25,41,2,0,0,BENIGN,0
412,0,2,2,54615,73.23995239,3588.757667,41,57,3,0,0,BENIGN,0
413,0,45,47,115987926,0.793186008,204.288505,262.3333333,252.9787234,2449489.609,1,39754.63636,BENIGN,0
414,0,1,4,35,142857.1429,685714.2857,0,6,2.333333333,0,0,BENIGN,1
415,0,52,0,114117933,0.455668961,0,0,0,0,0,5.583333333,BENIGN,0
416,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
417,0,2,2,20785,192.4464758,8275.19846,35,51,3,0,0,BENIGN,0
418,0,2,8,7200335,1.38882427,0,0,0,1020785.714,1,0,BENIGN,0
419,0,1,1,28140,71.0732054,426.4392324,6,6,0,0,0,BENIGN,0
420,0,2,2,21990,181.900864,9458.84493,44,60,3,0,0,BENIGN,0
421,0,2,0,2,1.00E+06,0,0,0,0,0,0,BENIGN,0
422,0,16,14,317680,94.43465122,22358.97759,105.0625,387.2857143,22380.23077,1,0,BENIGN,0
423,0,1,2,95,31578.94737,189473.6842,6,6,94,0,0,BENIGN,1
424,0,4,0,1194,3350.083752,108040.201,32.25,0,0,0,0,BENIGN,0
425,0,2,2,45926,87.09663372,3919.348517,37,53,1,0,0,BENIGN,0
426,0,2,8,7198539,1.389170775,0,0,0,1020482.571,1,0,BENIGN,0
427,0,2,2,46433,86.14562919,8442.27166,90,106,3,0,0,BENIGN,0
428,0,17,0,108972465,0.156002711,46.8008134,300,0,0,0,7147030,BENIGN,0
429,0,18,15,283314,116.4785362,34354.10887,94.72222222,535.2,13701.07143,1,0,BENIGN,0
430,0,2,2,20887,191.5066788,12256.42744,38,90,1,0,0,BENIGN,0
431,0,6,0,9030614,0.664406651,0,0,0,0,1,3009004,BENIGN,1
432,0,2,2,20816,192.159877,11337.43274,45,73,3,0,0,BENIGN,0
433,0,40,38,116401756,0.670092984,124.2592938,193.85,176.5789474,3144314.811,1,188710.5,BENIGN,0
434,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
435,0,2,2,21105,189.5285477,17531.39067,39,146,2,0,0,BENIGN,0
436,0,4,0,180,22222.22222,716666.6667,32.25,0,0,0,0,BENIGN,0
437,0,2,2,45307,88.28657823,5738.627585,37,93,3,0,0,BENIGN,0
438,0,4,0,461,8676.789588,279826.4642,32.25,0,0,0,0,BENIGN,0
439,0,7,2,343734,26.18303688,2385.565583,117.1428571,0,1,1,0,BENIGN,0
440,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
441,0,1,2,179,16759.77654,100558.6592,6,6,2,0,0,BENIGN,1
442,0,2,2,47398,84.39174649,4852.525423,38,77,2,0,0,BENIGN,0
443,0,30,30,116013942,0.51717922,82.51594451,288.7,30.4,3805406.31,0,30468,BENIGN,0
444,0,2,2,20677,193.4516613,10639.84137,39,71,2,0,0,BENIGN,0
445,0,2,2,21042,190.0959985,13306.71989,43,97,3,0,0,BENIGN,0
446,0,24,27,57784269,0.88259315,206.3883511,96.5,355.9259259,43164.57692,1,1163876,BENIGN,0
447,0,2,2,21297,187.8198807,9390.994037,42,58,1,0,0,BENIGN,0
448,0,1,1,90336,22.13956784,132.837407,6,6,0,0,0,BENIGN,0
449,0,8,2,52472212,0.190577062,6.193754515,29.125,46,3,0,62199,BENIGN,0
450,0,2,0,2,1.00E+06,0,0,0,0,0,0,BENIGN,0
451,0,2,2,20862,191.736171,32595.14907,58,282,2,0,0,BENIGN,0
452,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
453,0,2,2,46615,85.80928886,5620.50842,45,86,1,0,0,BENIGN,0
454,0,2,2,65720,60.86427267,2738.89227,31,59,3,0,0,BENIGN,0
455,0,2,2,21139,189.2237097,13245.65968,43,97,2,0,0,BENIGN,0
456,0,59,74,116001917,1.146532777,652.9547266,18.23728814,1009.027027,1542432.055,1,33594.09091,BENIGN,0
457,0,1,1,40335,49.5847279,0,0,0,0,0,0,BENIGN,0
458,0,2,2,21538,185.7182654,9100.195004,41,57,3,0,0,BENIGN,0
459,0,1,2,40955,73.25112929,0,0,0,2,0,0,BENIGN,0
460,0,2,2,47542,84.13613226,4795.759539,43,71,2,0,0,BENIGN,0
461,0,2,2,66021,60.58678299,2726.405235,31,59,3,0,0,BENIGN,0
462,0,2,0,3,666666.6667,0,0,0,0,0,0,BENIGN,0
463,0,2,2,54830,72.95276309,4304.213022,45,73,3,0,0,BENIGN,0
464,0,1,2,80,37500,150000,0,6,2,0,0,BENIGN,1
465,0,2,2,21162,189.0180512,11341.08307,31,89,3,0,0,BENIGN,0
466,0,2,0,2,1.00E+06,1.20E+07,12,0,0,0,0,BENIGN,0
467,0,16,15,84479,366.9551013,182577.9188,251.75,759.7333333,4248.785714,1,0,BENIGN,0
468,0,2,2,20927,191.1406317,14908.96927,38,118,2,0,0,BENIGN,0
469,0,2,2,20616,194.024059,8149.010477,34,50,3,0,0,BENIGN,0
470,0,6,0,9014236,0.665613814,0,0,0,0,1,3013819,BENIGN,1
471,0,33,30,115476491,0.54556559,36.42299799,31.57575758,105.4666667,3806565.621,1,51946.72727,BENIGN,0
472,0,1,2,21244,141.2163434,847.2980606,6,6,1,0,0,BENIGN,0
473,0,48,44,117534611,0.782748156,136.0110002,177.5,169.6818182,2732745.279,1,488895,BENIGN,0
474,0,2,2,46201,86.57821259,3722.863141,35,51,2,0,0,BENIGN,0
475,0,2,2,38733,103.2711125,10120.56902,90,106,3,0,0,BENIGN,0
476,0,2,0,1,2.00E+06,5.90E+07,29.5,0,0,0,0,BENIGN,0
477,0,1,2,63,47619.04762,0,0,0,3,0,0,BENIGN,1
478,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
479,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
480,0,2,2,47481,84.24422401,4801.920768,43,71,1,0,0,BENIGN,0
481,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
482,0,2,2,21260,188.1467545,9783.631232,44,60,3,0,0,BENIGN,0
483,0,38,29,118034766,0.567629371,213.7844709,59.42105263,792.2758621,4211880.821,1,309286.5,BENIGN,0
484,0,3,2,246,20325.20325,121951.2195,6,6,2,0,0,BENIGN,1
485,0,2,2,26704,149.7902936,9137.207909,53,69,3,0,0,BENIGN,0
486,0,2,2,21057,189.9605832,7598.423327,32,48,2,0,0,BENIGN,0
487,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
488,0,2,2,20719,193.0595106,14479.46329,47,103,3,0,0,BENIGN,0
489,0,18,14,5463533,5.857015964,2072.834556,73.16666667,714.8571429,44411.15385,1,0,BENIGN,0
490,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
491,0,1,3,57455,69.61970238,417.7182143,6,6,1525.5,0,0,BENIGN,0
492,0,1,3,254,15748.0315,94488.18898,6,6,50.5,0,0,BENIGN,1
493,0,2,2,46417,86.1753237,4739.642803,31,79,2,0,0,BENIGN,0
494,0,2,2,45291,88.31776733,4592.523901,36,68,2,0,0,BENIGN,0
495,0,30,24,117563456,0.459326408,44.21441983,84.06666667,111.5,5108753.652,1,123199,BENIGN,0
496,0,1,2,54977,54.56827401,327.409644,6,6,2,0,0,BENIGN,0
497,0,32,44,1693314,44.8824022,6029.596401,86.25,169.3181818,38126.97674,1,0,BENIGN,0
498,0,2,2,20823,192.0952793,13350.62191,39,100,1,0,0,BENIGN,0
499,0,2,2,20875,191.6167665,11305.38922,45,73,3,0,0,BENIGN,0
500,0,30,48,82971054,0.940086889,46.88382047,61.93333333,42.33333333,1764469.085,0,191506,BENIGN,0
501,0,1,1,41122,48.63576674,291.8146005,6,6,0,0,0,BENIGN,0
502,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,1
503,0,4,0,294,13605.44218,438775.5102,32.25,0,0,0,0,BENIGN,0
504,0,35,36,116277103,0.610610328,60.57942465,79.37142857,118.5,3171536.143,1,101693.2727,BENIGN,0
505,0,38,34,115373941,0.624057732,65.29204025,92.39473684,118.2941176,3414561.697,1,32145.81818,BENIGN,0
506,0,2,2,20757,192.7060751,31025.67808,33,289,2,0,0,BENIGN,0
507,0,3,2,462,10822.51082,64935.06494,6,6,2,0,0,BENIGN,1
508,0,2,2,20982,190.6395958,14012.01029,30,117,3,0,0,BENIGN,0
509,0,2,0,2,1.00E+06,0,0,0,0,0,0,BENIGN,1
510,0,3,0,244,12295.08197,73770.4918,6,0,0,0,0,BENIGN,1
511,0,1,3,40301,99.25312027,0,0,0,159,0,0,BENIGN,0
512,0,1,2,175,17142.85714,102857.1429,6,6,3,0,0,BENIGN,1
513,0,2,2,20609,194.0899607,8345.86831,35,51,3,0,0,BENIGN,0
514,0,4,0,1092,3663.003663,118131.8681,32.25,0,0,0,0,BENIGN,0
515,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,1
516,0,7,2,342760,26.25743961,2281.479753,111.7142857,0,2,1,0,BENIGN,0
517,0,3,4,22277,314.2254343,8843.201508,4,46.25,6217,0,0,BENIGN,0
518,0,2,2,46682,85.6861317,10153.80661,90,147,3,0,0,BENIGN,0
519,0,2,2,22620,176.8346596,12378.42617,43,97,3,0,0,BENIGN,0
520,1,2,0,1,2.00E+06,1.20E+07,6,0,0,0,0,BENIGN,0
521,0,3,4,1505,4651.162791,23920.26578,4,6,1,0,0,BENIGN,1
522,0,62,71,117033273,1.136428954,683.2757724,87.32258065,1050.028169,1670590.829,1,160070,BENIGN,0
523,0,2,2,20682,193.4048931,6382.361474,25,41,3,0,0,BENIGN,0
524,0,2,2,54392,73.5402265,3824.091778,36,68,3,0,0,BENIGN,0
525,0,3,0,3,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
526,0,2,0,3,666666.6667,0,0,0,0,0,0,BENIGN,0
527,0,4,0,787,5082.592122,163913.5959,32.25,0,0,0,0,BENIGN,0
528,0,2,2,20675,193.4703748,11414.75212,45,73,2,0,0,BENIGN,0
529,0,2,0,16,125000,0,0,0,0,0,0,BENIGN,1
530,0,15,12,145439,185.6448408,55995.98457,113.3333333,537,9432.545455,1,0,BENIGN,0
531,0,2,2,20828,192.0491646,23814.09641,60,188,3,0,0,BENIGN,0
532,0,2,2,20608,194.0993789,17371.89441,47,132,3,0,0,BENIGN,0
533,0,20,14,315927,107.6197982,36568.57439,258.45,456,10467,1,0,BENIGN,0
534,0,4,0,360,11111.11111,341666.6667,30.75,0,0,0,0,BENIGN,0
535,0,28,24,80101891,0.649173189,37.80185414,36.57142857,83.5,3480381.174,0,95308.5,BENIGN,0
536,0,2,2,47509,84.19457366,4588.604264,31,78,2,0,0,BENIGN,0
537,0,1,1,40895,48.9057342,293.4344052,6,6,0,0,0,BENIGN,0
538,0,13,12,54625379,0.457662729,0,0,0,4654551.182,0,28692.6,BENIGN,0
539,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
540,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
541,0,26,29,5359583,10.2619924,3762.606158,108.4615385,598.137931,187200.75,1,0,BENIGN,0
543,0,2,2,21503,186.0205553,9673.068874,44,60,3,0,0,BENIGN,0
544,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
545,0,24,22,117115076,0.392776076,83.30268257,81.66666667,354.3636364,5572453.762,1,152971.5,BENIGN,0
546,0,2,2,21858,182.9993595,16927.44075,39,146,2,0,0,BENIGN,0
547,0,1,2,33593,89.30431935,535.8259161,6,6,3,0,0,BENIGN,0
548,0,1,2,25583,117.2653715,703.5922292,6,6,2,0,0,BENIGN,0
549,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
550,0,1,1,26525,75.4005655,452.403393,6,6,0,0,0,BENIGN,0
551,0,116,80,26807,7311.52311,7796620.286,1797.62069,6,339.2911392,0,0,BENIGN,1
552,0,2,2,20689,193.3394557,12663.73435,46,85,3,0,0,BENIGN,0
553,0,2,2,21685,184.4593037,10883.09892,51,67,2,0,0,BENIGN,0
554,0,5,0,130,38461.53846,1015384.615,26.4,0,0,0,0,BENIGN,0
555,0,2,2,20953,190.9034506,8781.558727,32,60,2,0,0,BENIGN,0
556,0,1,2,54839,54.70559274,328.2335564,6,6,2,0,0,BENIGN,0
557,0,2,2,21047,190.0508386,13398.58412,43,98,3,0,0,BENIGN,0
558,0,9,2,53054446,0.207334179,6.710087973,29.33333333,46,3,0,62280,BENIGN,0
559,0,1,1,55091,36.30357046,217.8214227,6,6,0,0,0,BENIGN,0
560,0,2,2,76417,52.34437363,2957.45711,34,79,1,0,0,BENIGN,0
561,0,2,2,45739,87.45272087,4941.078729,34,79,3,0,0,BENIGN,0
562,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,1
563,0,30,27,60130144,0.947943847,236.2542155,155.2666667,353.6296296,2310442.615,1,247052.4,BENIGN,0
564,0,2,2,21146,189.1610707,10876.76156,38,77,3,0,0,BENIGN,0
565,0,1,2,194,15463.91753,92783.50515,6,6,1,0,0,BENIGN,1
566,0,50,69,79277824,1.501050281,467.2176673,161.48,419.7971014,1164935.441,1,3161684.5,BENIGN,0
567,0,2,2,47348,84.48086508,4899.890175,44,72,3,0,0,BENIGN,0
568,0,16,15,224408,138.1412427,33599.51517,105.375,390.2666667,13152.57143,1,0,BENIGN,0
569,0,16,12,141533,197.8337208,52630.83521,105.0625,480.6666667,9178.545455,1,0,BENIGN,0
570,0,39,0,114497552,0.340618636,0,0,0,0,0,5.416666667,BENIGN,0
571,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
572,0,2,8,7351956,1.360182243,0,0,0,1042428.857,1,0,BENIGN,0
573,0,2,2,56389,70.93582082,3475.85522,41,57,1,0,0,BENIGN,0
574,0,14,14,61456630,0.455605848,0,0,0,4725836.462,0,20897,BENIGN,0
575,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
576,0,2,2,21007,190.4127196,11043.93774,44,72,3,0,0,BENIGN,0
577,0,2,2,66064,60.54734803,2361.346573,31,47,2,0,0,BENIGN,0
578,0,116,172,118005637,2.440561378,1184.892549,237.5517241,652.7209302,689934.3801,1,662720.5,BENIGN,0
579,1,1,1,2,1.00E+06,6.00E+06,6,6,0,0,0,BENIGN,1
580,0,4,0,225,17777.77778,573333.3333,32.25,0,0,0,0,BENIGN,0
581,0,26,22,117335123,0.409084669,70.95914494,73.30769231,291.8181818,5575503,1,298901.5,BENIGN,0
582,0,2,0,3,666666.6667,0,0,0,0,0,0,BENIGN,1
583,0,2,2,46021,86.91684231,5041.176854,44,72,3,0,0,BENIGN,0
584,0,1,2,54910,54.63485704,327.8091422,6,6,2,0,0,BENIGN,0
585,0,1,2,2,1500000,6.00E+06,0,6,1,0,0,BENIGN,1
586,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
587,0,5,2,6005484,1.165601307,2.997260504,3.6,0,1,1,0,BENIGN,0
588,0,16,12,5095227,5.495339069,2511.958741,82.3125,956.8333333,8672.545455,1,0,BENIGN,0
589,0,2,0,3,666666.6667,0,0,0,0,0,0,BENIGN,0
590,0,2,2,20648,193.723363,12688.88028,45,86,3,0,0,BENIGN,0
591,0,3,0,3,1.00E+06,22666666.67,22.66666667,0,0,0,0,BENIGN,1
592,0,1,4,72,69444.44444,333333.3333,0,6,1.666666667,0,0,BENIGN,1
593,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,1
594,0,4,0,379,10554.08971,340369.3931,32.25,0,0,0,0,BENIGN,0
595,0,2,2,20801,192.2984472,9422.623912,41,57,3,0,0,BENIGN,0
596,0,2,0,2,1.00E+06,0,0,0,0,0,0,BENIGN,0
597,0,2,2,20991,190.5578581,27249.77371,31,255,1,0,0,BENIGN,0
598,0,2,8,7291493,1.371461236,0,0,0,1033802.429,1,0,BENIGN,0
599,0,2,2,64687,61.83622675,2411.612843,31,47,2,0,0,BENIGN,0
600,0,2,2,20770,192.5854598,12710.64035,38,94,3,0,0,BENIGN,0
601,0,2,2,20917,191.2320122,7649.28049,32,48,2,0,0,BENIGN,0
602,0,1,2,76,39473.68421,0,0,0,2,0,0,BENIGN,1
603,0,2,2,20885,191.525018,14364.37635,47,103,3,0,0,BENIGN,0
604,0,1,1,50692,39.45395723,236.7237434,6,6,0,0,0,BENIGN,0
605,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
606,0,1,5,281,21352.31317,348754.4484,6,18.4,25,0,0,BENIGN,1
607,0,2,0,2,1.00E+06,0,0,0,0,0,0,BENIGN,0
608,0,2,2,20874,191.6259462,12551.49947,45,86,3,0,0,BENIGN,0
609,0,1,1,1,2.00E+06,0,0,0,0,0,0,BENIGN,0
610,0,2,2,21354,187.3185352,14985.48281,32,128,3,0,0,BENIGN,0
611,0,4,2,26810,223.7970906,447.5941813,3,0,3,1,0,BENIGN,0
612,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
613,0,16,13,5209764,5.566470957,1936.172157,84.9375,671.3846154,24241.33333,1,0,BENIGN,0
614,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
615,0,2,2,22856,175.0087504,11375.56878,37,93,3,0,0,BENIGN,0
616,0,31,28,115291879,0.51174463,24.18210219,33.61290323,62.35714286,4088278.407,1,28823.72727,BENIGN,0
617,0,2,2,20682,193.4048931,13635.04497,43,98,3,0,0,BENIGN,0
618,0,1,2,84,35714.28571,0,0,0,2,0,0,BENIGN,1
619,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
620,0,1,2,140,21428.57143,128571.4286,6,6,3,0,0,BENIGN,1
621,0,20,20,5362137,7.459712424,3672.789412,98.6,886.1,276138.2105,1,362030,BENIGN,0
622,0,2,2,56117,71.27964788,5631.092182,31,127,3,0,0,BENIGN,0
623,0,2,2,26061,153.486052,7827.78865,43,59,3,0,0,BENIGN,0
624,0,2,2,22240,179.8561151,12679.85612,40,101,3,0,0,BENIGN,0
625,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
626,0,40,38,115977542,0.672544,133.1033555,110.125,290.3157895,3044106.865,1,34673.90909,BENIGN,0
627,0,2,0,1,2.00E+06,3.00E+07,15,0,0,0,0,BENIGN,0
628,0,42,44,117352110,0.732837271,94.79164883,80.71428571,175.7727273,2728141.698,1,315518.5,BENIGN,0
629,0,1,3,181,22099.44751,342541.4365,0,20.66666667,2,0,0,BENIGN,1
630,0,56,52,16350206,6.605421363,6534.841212,1569.071429,364.9615385,319430.2941,1,402186.5,BENIGN,0
631,0,30,26,59570274,0.940066181,243.5442885,77,469.1538462,2380309.84,1,103985.6,BENIGN,0
632,0,2,0,2,1.00E+06,0,0,0,0,0,0,BENIGN,1
633,0,2,2,21121,189.3849723,24714.73889,42,219,3,0,0,BENIGN,0
634,0,43,42,115940151,0.733136875,125.6682855,231.627907,109.7619048,2698978,1,51242.25,BENIGN,0
635,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
636,0,2,2,45236,88.42514811,3979.131665,31,59,3,0,0,BENIGN,0
637,0,1,2,90,33333.33333,133333.3333,0,6,3,0,0,BENIGN,1
638,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
639,0,3,2,924,5411.255411,101731.6017,27.33333333,6,3,0,0,BENIGN,1
640,0,2,0,2,1.00E+06,0,0,0,0,0,0,BENIGN,1
641,0,2,2,21309,187.7141114,6194.565676,25,41,2,0,0,BENIGN,0
642,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,1
643,0,1,2,133,22556.39098,135338.3459,6,6,2,0,0,BENIGN,1
